a,b,c,d,trial
-5.185904738809704e-05,0.0028568829151209693,-0.30995912264336256,-0.13615954694454993,"0     0
1     0
2     0
3     0
4     0
     ..
66    0
67    0
68    0
69    0
70    0
Name: Trial, Length: 71, dtype: int64"
1.0618857623720237e-05,0.0009190085005681994,-0.23131239962820216,-0.10334173531854933,"71     1
72     1
73     1
74     1
75     1
      ..
137    1
138    1
139    1
140    1
141    1
Name: Trial, Length: 71, dtype: int64"
1.9711483891346153e-05,0.00023660417303595626,-0.16851222548157455,-0.1418195816075428,"142    2
143    2
144    2
145    2
146    2
      ..
208    2
209    2
210    2
211    2
212    2
Name: Trial, Length: 71, dtype: int64"
2.6236229350570593e-05,3.223170613570221e-05,-0.1256603998534847,-0.14091365751768495,"213    3
214    3
215    3
216    3
217    3
      ..
279    3
280    3
281    3
282    3
283    3
Name: Trial, Length: 71, dtype: int64"
2.4340283529838426e-05,0.00020672625178129938,-0.16787447318718535,-0.09276301104053473,"284    4
285    4
286    4
287    4
288    4
      ..
350    4
351    4
352    4
353    4
354    4
Name: Trial, Length: 71, dtype: int64"
